2000 9 843 5.358e-01 2.092e-09 7.469e-01 1.500e+01 8 11 1 4 9 1 -1 369 150 0 843300 1.545e+05 0 4090 2.422e+03 850 20600 7.750e+03 1 2.082e-01 4.928e-01 2.245e-02 2.246e-02 2.540e-01 5.108e-01 1.699e-01 4.808e-02 1.923e-02 7.143e-01 4.437e-01 3.333e-02 1.000e+00 -3.160e-01 -8.000e-01 -5.000e-02 0.000e+00 0.000e+00
2001 9 805 4.196e-01 2.165e-09 5.693e-01 8.000e+00 7 1 0 4 4 5 -1 551 137 3200 843300 4.014e+05 1486 3483 2.420e+03 5600 5600 5.600e+03 2 5.000e-02 5.000e-02 5.507e-01 5.000e-02 2.993e-01 4.958e-01 6.670e-03 2.956e-02 2.571e-02 5.349e-01 3.081e-01 5.000e-02 8.000e-01 -3.463e-01 -7.143e-01 -1.000e-01 9.000e-01 3.000e-01
2002 8 145 7.594e-01 1.163e-08 8.488e-01 7.000e+00 3 0 2 4 9 4 -1 923 291 2500 843300 1.723e+05 1145 4237 2.854e+03 3600 10100 6.850e+03 0 2.223e-02 2.222e-02 2.223e-02 2.248e-02 9.108e-01 5.364e-01 2.338e-01 3.759e-02 7.519e-03 8.333e-01 3.673e-01 1.364e-01 5.000e-01 -2.000e-01 -2.000e-01 -2.000e-01 0.000e+00 0.000e+00
2003 12 201 6.359e-01 9.259e-09 8.148e-01 7.000e+00 2 0 0 4 10 4 4 651 230 0 690400 9.837e+04 0 3238 2.225e+03 2400 2400 2.400e+03 2 1.198e-01 1.197e-01 2.003e-02 2.000e-02 7.205e-01 5.091e-01 1.189e-01 7.568e-02 2.703e-02 7.368e-01 3.721e-01 1.364e-01 6.000e-01 -4.000e-01 -4.000e-01 -4.000e-01 0.000e+00 0.000e+00
2004 13 673 4.609e-01 2.500e-09 5.950e-01 8.000e+00 7 1 0 4 6 5 -1 819 185 0 843300 1.961e+05 0 4134 2.363e+03 20000 20000 2.000e+04 2 3.333e-02 3.333e-02 6.933e-01 3.333e-02 2.067e-01 4.057e-01 6.178e-02 2.757e-02 2.144e-02 5.625e-01 3.500e-01 5.000e-02 6.000e-01 -2.435e-01 -8.000e-01 -1.000e-01 0.000e+00 0.000e+00
2005 7 293 6.169e-01 5.780e-09 7.225e-01 2.400e+01 22 1 0 5 9 0 -1 272 138 23900 843300 2.526e+05 2890 5702 3.969e+03 10000 10000 1.000e+04 3 2.590e-01 2.238e-02 2.267e-02 2.243e-02 6.735e-01 5.464e-01 5.536e-02 2.612e-02 1.119e-02 7.000e-01 2.964e-01 1.000e-01 7.000e-01 -4.000e-01 -8.000e-01 -1.000e-01 0.000e+00 0.000e+00
2006 11 254 6.009e-01 7.634e-09 7.481e-01 5.000e+00 3 0 0 4 6 5 -1 1100 315 0 843300 1.771e+05 0 3607 1.881e+03 756 1200 9.780e+02 0 3.333e-02 3.333e-02 8.667e-01 3.333e-02 3.334e-02 5.099e-01 4.925e-02 3.896e-02 3.030e-02 5.625e-01 4.011e-01 1.600e-01 5.000e-01 -3.750e-01 -5.000e-01 -1.250e-01 0.000e+00 0.000e+00
2007 10 1034 4.158e-01 1.621e-09 5.705e-01 4.000e+00 0 15 1 4 7 1 4 396 112 15000 843300 1.724e+05 1469 3286 2.281e+03 932 1300 1.116e+03 4 1.999e-01 7.136e-01 2.857e-02 2.894e-02 2.890e-02 4.648e-01 1.698e-01 4.711e-02 1.079e-02 8.136e-01 3.129e-01 1.000e-01 7.000e-01 -2.121e-01 -4.000e-01 -1.000e-01 0.000e+00 0.000e+00
2008 8 499 5.459e-01 3.058e-09 6.208e-01 5.100e+01 48 0 1 5 8 5 -1 801 356 10700 843300 3.376e+05 3470 49132 1.031e+04 2900 5000 3.950e+03 2 2.500e-02 3.553e-01 2.500e-02 3.903e-01 2.044e-01 4.787e-01 2.465e-01 2.484e-02 6.211e-03 8.000e-01 5.194e-01 3.333e-02 9.000e-01 -4.333e-01 -6.000e-01 -3.000e-01 0.000e+00 0.000e+00
2009 9 562 5.522e-01 3.012e-09 7.048e-01 2.300e+01 20 10 1 4 5 2 -1 1000 335 8700 843300 4.517e+05 3253 13350 5.861e+03 988 20300 8.696e+03 2 8.399e-01 4.000e-02 4.000e-02 4.000e-02 4.010e-02 3.972e-01 1.306e-01 4.037e-02 2.752e-02 5.946e-01 4.188e-01 1.000e-01 1.000e+00 -2.238e-01 -6.000e-01 -8.333e-03 1.000e+00 5.000e-01
2010 7 448 5.824e-01 3.425e-09 6.952e-01 2.000e+01 19 12 0 4 6 5 4 440 134 0 843300 3.165e+05 0 8539 4.008e+03 9700 9700 9.700e+03 5 3.334e-02 3.370e-02 3.333e-02 8.663e-01 3.333e-02 4.950e-01 1.649e-01 5.011e-02 1.139e-02 8.148e-01 3.656e-01 1.000e-01 1.000e+00 -2.361e-01 -4.000e-01 -1.500e-01 3.000e-01 2.000e-01
2011 16 348 6.698e-01 5.319e-09 8.670e-01 0.000e+00 0 1 10 4 5 5 -1 325 64 55600 843300 5.003e+05 2151 5842 3.699e+03 0 0 0.000e+00 1 4.005e-02 4.067e-02 2.401e-01 6.375e-01 4.174e-02 5.280e-01 1.694e-01 6.928e-02 2.108e-02 7.667e-01 4.710e-01 1.000e-01 1.000e+00 -4.794e-01 -1.000e+00 -1.556e-01 7.000e-01 1.667e-01
2012 10 350 5.592e-01 5.208e-09 6.823e-01 5.000e+00 2 1 0 4 5 1 4 98 66 0 690400 1.703e+05 0 3326 1.826e+03 1700 1700 1.700e+03 2 4.000e-02 4.047e-01 2.401e-01 2.751e-01 4.000e-02 3.466e-01 4.744e-03 3.374e-02 3.374e-02 5.000e-01 3.314e-01 3.333e-02 6.000e-01 -3.899e-01 -7.143e-01 -1.250e-01 2.000e-01 -2.000e-01
2013 11 521 5.580e-01 3.289e-09 7.138e-01 1.000e+01 5 1 0 5 6 5 -1 796 273 6300 843300 2.760e+05 1810 3571 2.430e+03 988 5500 2.378e+03 1 3.333e-02 2.078e-01 6.922e-01 3.333e-02 3.334e-02 2.840e-01 -6.250e-02 1.006e-02 2.012e-02 3.333e-01 2.505e-01 5.000e-02 5.000e-01 -2.592e-01 -4.000e-01 -5.000e-02 3.667e-01 3.333e-02
2014 10 1267 4.551e-01 1.350e-09 6.491e-01 2.300e+01 20 1 3 4 7 2 -1 1000 333 3400 843300 4.497e+05 2233 15961 5.736e+03 993 71000 2.466e+04 1 8.857e-01 2.857e-02 2.857e-02 2.857e-02 2.863e-02 4.170e-01 2.035e-01 3.660e-02 8.751e-03 8.070e-01 4.683e-01 3.333e-02 1.000e+00 -1.797e-01 -5.000e-01 -7.143e-02 7.000e-01 -4.000e-01
2015 10 307 5.052e-01 6.135e-09 6.503e-01 7.000e+00 2 0 0 4 10 4 -1 2300 525 4100 843300 1.394e+05 1950 6300 3.562e+03 2200 2200 2.200e+03 3 2.015e-02 2.000e-02 3.383e-01 2.000e-02 6.015e-01 4.685e-01 3.571e-02 2.740e-02 1.712e-02 6.154e-01 3.187e-01 1.000e-01 5.000e-01 -3.000e-01 -5.000e-01 -1.000e-01 0.000e+00 0.000e+00
2016 9 160 7.143e-01 1.370e-08 9.178e-01 3.000e+00 1 0 1 4 6 5 217 2100 937 0 17100 9.867e+03 0 8566 3.493e+03 2500 2500 2.500e+03 2 3.339e-02 3.374e-02 3.335e-02 8.662e-01 3.334e-02 4.896e-01 2.083e-03 4.225e-02 2.817e-02 6.000e-01 3.417e-01 1.000e-01 5.000e-01 -4.813e-01 -1.000e+00 -3.000e-01 5.437e-01 -2.562e-01
2017 9 765 4.688e-01 2.392e-09 6.651e-01 1.600e+01 15 1 0 4 7 2 217 1400 538 0 617900 1.751e+05 0 13748 5.772e+03 71800 71800 7.180e+04 5 7.460e-01 1.678e-01 2.884e-02 2.857e-02 2.884e-02 5.366e-01 1.801e-01 5.533e-02 2.024e-02 7.321e-01 4.119e-01 3.333e-02 9.000e-01 -2.694e-01 -5.000e-01 -5.000e-02 0.000e+00 0.000e+00
2018 10 513 5.325e-01 3.106e-09 6.273e-01 1.100e+01 7 1 0 5 8 4 4 1200 462 0 617900 1.324e+05 0 5712 2.840e+03 802 8600 4.701e+03 3 2.505e-02 2.501e-02 4.031e-01 2.500e-02 5.219e-01 5.372e-01 1.055e-01 3.455e-02 1.829e-02 6.538e-01 3.696e-01 5.000e-02 7.000e-01 -3.395e-01 -8.000e-01 -5.000e-02 0.000e+00 0.000e+00
2019 7 206 6.516e-01 8.696e-09 6.609e-01 2.500e+01 21 21 0 4 7 5 -1 619 236 18700 843300 3.548e+05 3534 9854 6.039e+03 11300 13400 1.235e+04 4 2.857e-02 2.952e-02 2.857e-02 6.013e-01 3.120e-01 5.311e-01 -2.028e-02 2.809e-02 2.809e-02 5.000e-01 3.873e-01 1.364e-01 5.000e-01 -4.400e-01 -6.000e-01 -2.000e-01 4.000e-01 -2.000e-01
